h1,h2
5,3
2,5
4,10
1.0461419322531829,2.6191424182395813
2.978512410719922,5.0
2.978511408947166,5.0
3.7179065833709144,4.129157972040687
0.8802158999922366,1.6437786624617334
4.00000000447856,1.0000001330523502
3.999999726205924,0.999999359219345
4.0000000066593,1.0000000011395924
4.000000038494064,1.0000000143879015
3.9999997862720176,1.000000073434412
4.188390984693632,2.4405220258578635
